DBbook_ItemID	name	DBpedia_uri
109	The Word for World is Forest	http://dbpedia.org/resource/The_Word_for_World_Is_Forest
1090	The Twelfth Card	http://dbpedia.org/resource/The_Twelfth_Card
1091	Looking for Mr. Goodbar	http://dbpedia.org/resource/Looking_for_Mr._Goodbar
1092	The Shoes of the Fisherman	http://dbpedia.org/resource/The_Shoes_of_the_Fisherman
1093	The Real Frank Zappa Book	http://dbpedia.org/resource/The_Real_Frank_Zappa_Book
1094	A Fighting Man of Mars	http://dbpedia.org/resource/A_Fighting_Man_of_Mars
1095	Close to critical	http://dbpedia.org/resource/Close_to_Critical
1096	Confessions of a Crap Artist	http://dbpedia.org/resource/Confessions_of_a_Crap_Artist
1097	Dave Barry Turns 50	http://dbpedia.org/resource/Dave_Barry_Turns_50
1098	Deus Irae	http://dbpedia.org/resource/Deus_Irae
1099	Empire Star	http://dbpedia.org/resource/Empire_Star
11	The Rebel Angels	http://dbpedia.org/resource/The_Rebel_Angels
110	King Lear	http://dbpedia.org/resource/King_Leary
1100	Absolutely Normal Chaos	http://dbpedia.org/resource/Absolutely_Normal_Chaos
1101	Ruby Holler	http://dbpedia.org/resource/Ruby_Holler
1102	The Art of Fiction: A Guide for Writers and Readers	http://dbpedia.org/resource/The_Art_of_Fiction:_A_Guide_for_Writers_and_Readers
1103	Invader	http://dbpedia.org/resource/Invaders!
1104	Hospital Station	http://dbpedia.org/resource/Hospital_Station
1105	Iceworld	http://dbpedia.org/resource/Iceworld
1106	From the Earth to the Moon	http://dbpedia.org/resource/From_the_Earth_to_the_Moon
1107	Library Lion	http://dbpedia.org/resource/Library_Lion
1108	Into the Out Of	http://dbpedia.org/resource/Into_the_Out_Of
1109	The Body Snatchers	http://dbpedia.org/resource/The_Body_Snatchers
111	Living History	http://dbpedia.org/resource/Living_History
1110	Polgara the Sorceress	http://dbpedia.org/resource/Polgara_the_Sorceress
1111	Llana of Gathol	http://dbpedia.org/resource/Llana_of_Gathol
1112	Logan's World	http://dbpedia.org/resource/Logan's_World
1113	The Children	http://dbpedia.org/resource/The_Children's_War
1114	Memoirs of an Invisible Man	http://dbpedia.org/resource/Memoirs_of_an_Invisible_Man
1115	Lord of Light	http://dbpedia.org/resource/Lord_of_Light
1116	Necroscope III: The Source	http://dbpedia.org/resource/Necroscope_III:_The_Source
1117	Necroscope IV: Deadspeak	http://dbpedia.org/resource/Necroscope_IV:_Deadspeak
1118	A Gladiator Dies Only Once	http://dbpedia.org/resource/A_Gladiator_Dies_Only_Once
1119	The Secret Diary of Laura Palmer	http://dbpedia.org/resource/The_Secret_Diary_of_Laura_Palmer
112	Foreign Affairs	http://dbpedia.org/resource/Foreign_Affairs
1120	Space Viking	http://dbpedia.org/resource/Space_Viking
1121	Star surgeon	http://dbpedia.org/resource/Star_Surgeon
1122	The True Confessions of Adrian Albert Mole	http://dbpedia.org/resource/The_True_Confessions_of_Adrian_Albert_Mole
1123	Anne of Windy Poplars	http://dbpedia.org/resource/Anne_of_Windy_Poplars
1124	The Best of L. Sprague De Camp	http://dbpedia.org/resource/The_Best_of_L._Sprague_de_Camp
1125	The Dig	http://dbpedia.org/resource/The_Digger
1126	The Dune Encyclopedia	http://dbpedia.org/resource/The_Dune_Encyclopedia
1127	The Fortunate Fall	http://dbpedia.org/resource/The_Fortunate_Fall_(novel)
1128	The Light in the Forest	http://dbpedia.org/resource/The_Light_in_the_Forest
1129	The Voyage of the Space Beagle	http://dbpedia.org/resource/The_Voyage_of_the_Space_Beagle
113	Master of the Game	http://dbpedia.org/resource/Master_of_the_Game
1130	Needle	http://dbpedia.org/resource/Needless
1131	What mad universe	http://dbpedia.org/resource/What_Mad_Universe
1132	A Crime in the Neighborhood	http://dbpedia.org/resource/A_Crime_in_the_Neighborhood
1133	Nova Swing	http://dbpedia.org/resource/Nova_Swing
1134	The ideological origins of the American Revolution	http://dbpedia.org/resource/The_Ideological_Origins_of_the_American_Revolution
1135	Moonfleet	http://dbpedia.org/resource/Moonfleet
1136	The Journey Home	http://dbpedia.org/resource/Wolf:_The_Journey_Home
1137	The Metaphysical Club: A Story of Ideas in America	http://dbpedia.org/resource/The_Metaphysical_Club:_A_Story_of_Ideas_in_America
1138	Towards the End of the Morning	http://dbpedia.org/resource/Towards_the_End_of_the_Morning
1139	The Motion of Light in Water	http://dbpedia.org/resource/The_Motion_of_Light_in_Water
114	Men Are from Mars, Women Are from Venus	http://dbpedia.org/resource/Men_Are_from_Mars,_Women_Are_from_Venus
1140	The Scar	http://dbpedia.org/resource/The_Scar
1141	Adventures of the Scarlet Pimpernel	http://dbpedia.org/resource/Adventures_of_the_Scarlet_Pimpernel
1142	A Dictionary of Modern English Usage	http://dbpedia.org/resource/A_Dictionary_of_Modern_English_Usage
1143	The Night Listener	http://dbpedia.org/resource/The_Night_Listener_(novel)
1144	The End of Mr. Y	http://dbpedia.org/resource/The_End_of_Mr._Y
1145	Wildwood Dancing	http://dbpedia.org/resource/Wildwood_Dancing
1146	Blue Djinn of Babylon	http://dbpedia.org/resource/The_Blue_Djinn_of_Babylon
1147	The Passion of Ayn Rand	http://dbpedia.org/resource/The_Passion_of_Ayn_Rand
1148	Rhyme Stew	http://dbpedia.org/resource/Rhyme_Stew
1149	SilverFin	http://dbpedia.org/resource/SilverFin
115	Gentlemen Prefer Blondes	http://dbpedia.org/resource/Gentlemen_Prefer_Blondes_(novel)
1150	Summer Term at St. Clare's	http://dbpedia.org/resource/Summer_Term_at_St._Clare's
1151	The Castle of Adventure	http://dbpedia.org/resource/The_Castle_of_Adventure
1152	The Radicalism of the American Revolution	http://dbpedia.org/resource/The_Radicalism_of_the_American_Revolution
1153	The Island of Adventure	http://dbpedia.org/resource/The_Island_of_Adventure
1154	The Mystery of Tally-Ho Cottage	http://dbpedia.org/resource/The_Mystery_of_Tally-Ho_Cottage
1155	The River at the Center of the World	http://dbpedia.org/resource/The_River_at_the_Center_of_the_World
1156	The Valley of Adventure	http://dbpedia.org/resource/The_Valley_of_Adventure
1157	Totto-Chan: The Little Girl at the Window	http://dbpedia.org/resource/Totto-Chan:_The_Little_Girl_at_the_Window
1158	The Shield of Achilles: War, Peace, and the Course of History	http://dbpedia.org/resource/The_Shield_of_Achilles:_War,_Peace,_and_the_Course_of_History
1159	The Lost Slayer	http://dbpedia.org/resource/The_Lost_Slayer
116	Rage of Angels	http://dbpedia.org/resource/Rage_of_Angels
1160	Sound of One Hand Clapping	http://dbpedia.org/resource/The_Sound_of_One_Hand_Clapping
1161	The Story of the Night	http://dbpedia.org/resource/The_Story_of_the_Night
1162	A Shadow on the Glass	http://dbpedia.org/resource/A_Shadow_on_the_Glass
1163	Dark is the Moon	http://dbpedia.org/resource/Dark_is_the_Moon
1164	The Tower on the Rift	http://dbpedia.org/resource/The_Tower_on_the_Rift
1165	The Way Between the Worlds	http://dbpedia.org/resource/The_Way_Between_the_Worlds
1166	Not a Penny More, Not a Penny Less	http://dbpedia.org/resource/Not_a_Penny_More,_Not_a_Penny_Less
1167	Radical Chic & Mau-Mauing the Flak Catchers	http://dbpedia.org/resource/Radical_Chic_&_Mau-Mauing_the_Flak_Catchers
1168	The World of Normal Boys	http://dbpedia.org/resource/The_World_of_Normal_Boys
1169	The Stones Of Summer	http://dbpedia.org/resource/The_Stones_of_Summer
117	Sex and the City	http://dbpedia.org/resource/Sex_and_the_City_(book)
1170	Dodsworth	http://dbpedia.org/resource/Dodsworth
1171	Under the Skin	http://dbpedia.org/resource/Under_the_Skin_(novel)
1172	The Other Side of the Bridge	http://dbpedia.org/resource/The_Other_Side_of_the_Bridge
1173	The Berlin Stories	http://dbpedia.org/resource/The_Berlin_Stories
1174	Weaveworld	http://dbpedia.org/resource/Weaveworld
1175	Phoenix and Ashes	http://dbpedia.org/resource/Phoenix_and_Ashes
1176	He Died with a Felafel in His Hand	http://dbpedia.org/resource/He_Died_with_a_Felafel_in_His_Hand
1177	The Imaginary Invalid	http://dbpedia.org/resource/The_Imaginary_Invalid
1178	Renunciates of Darkover	http://dbpedia.org/resource/Renunciates_of_Darkover
1179	Sword of Chaos	http://dbpedia.org/resource/Sword_of_Chaos
118	How Children Learn	http://dbpedia.org/resource/How_Children_Learn
1180	The Finishing School	http://dbpedia.org/resource/The_Finishing_School
1181	Use of Weapons	http://dbpedia.org/resource/Use_of_Weapons
1182	A Certain Justice	http://dbpedia.org/resource/A_Certain_Justice
1183	Kiss Me, Judas	http://dbpedia.org/resource/Kiss_Me,_Judas
1184	A Glass of Blessings	http://dbpedia.org/resource/A_Glass_of_Blessings
1185	A Mind To Murder	http://dbpedia.org/resource/A_Mind_to_Murder
1186	The Naked and the Dead	http://dbpedia.org/resource/The_Naked_and_the_Dead
1187	Unnatural Causes	http://dbpedia.org/resource/Unnatural_Causes
1188	Edwina, The Dinosaur Who Didn't Know She Was Extinct	http://dbpedia.org/resource/Edwina,_the_Dinosaur_Who_Didn't_Know_She_Was_Extinct
1189	Riders of the Purple Sage	http://dbpedia.org/resource/Riders_of_the_Purple_Sage
119	The Ballad of Beta-2	http://dbpedia.org/resource/The_Ballad_of_Beta-2
1190	Barchester Towers	http://dbpedia.org/resource/Barchester_Towers
1191	Basic Chess Endings	http://dbpedia.org/resource/Basic_Chess_Endings
1192	The Man Who Planted Trees	http://dbpedia.org/resource/The_Man_Who_Planted_Trees
1193	Blue at the Mizzen	http://dbpedia.org/resource/Blue_at_the_Mizzen
1194	The Innocent	http://dbpedia.org/resource/The_Innocent_Mage
1195	The Bronze Horseman	http://dbpedia.org/resource/The_Bronze_Horseman_(poem)
1196	The Communist Manifesto	http://dbpedia.org/resource/The_Communist_Manifesto
1197	An April Shroud	http://dbpedia.org/resource/An_April_Shroud
1198	Bones and Silence	http://dbpedia.org/resource/Bones_and_Silence
1199	A Clubbable Woman	http://dbpedia.org/resource/A_Clubbable_Woman
12	Fancy Nancy	http://dbpedia.org/resource/Fancy_Nancy
120	Tell Me Your Dreams	http://dbpedia.org/resource/Tell_Me_Your_Dreams
1200	Can You Forgive Her?	http://dbpedia.org/resource/Can_You_Forgive_Her%3F
1201	Life As We Knew It	http://dbpedia.org/resource/Life_as_We_Knew_It_(novel)
1202	Return from the Stars	http://dbpedia.org/resource/Return_from_the_Stars
1203	The God Delusion	http://dbpedia.org/resource/The_God_Delusion
1204	The Sky People	http://dbpedia.org/resource/The_Sky_People
1205	A Loyal Character Dancer	http://dbpedia.org/resource/A_Loyal_Character_Dancer
1206	Cover Her Face	http://dbpedia.org/resource/Cover_Her_Face
1207	...and now Miguel	http://dbpedia.org/resource/...And_Now_Miguel
1208	Death in Holy Orders	http://dbpedia.org/resource/Death_in_Holy_Orders
1209	Death of an Expert Witness	http://dbpedia.org/resource/Death_of_an_Expert_Witness
121	World War Z	http://dbpedia.org/resource/World_War_Z
1210	Desolation Island	http://dbpedia.org/resource/Desolation_Island_(novel)
1211	Devices and Desires	http://dbpedia.org/resource/Devices_and_Desires
1212	The Bad Seed	http://dbpedia.org/resource/The_Bad_Seed
1213	Doctor Thorne	http://dbpedia.org/resource/Doctor_Thorne
1214	Bitter Blood	http://dbpedia.org/resource/Bitter_Blood
1215	Black Creek Crossing	http://dbpedia.org/resource/Black_Creek_Crossing
1216	Breakheart Pass	http://dbpedia.org/resource/Breakheart_Pass_(novel)
1217	The Bridge at Andau	http://dbpedia.org/resource/The_Bridge_at_Andau
1218	Brighton Beach Memoirs	http://dbpedia.org/resource/Brighton_Beach_Memoirs
1219	Burnt Offerings	http://dbpedia.org/resource/Burnt_Offerings_(novel)
122	The Best Laid Plans	http://dbpedia.org/resource/The_Best_Laid_Plans
1220	Captain from Castile	http://dbpedia.org/resource/Captain_from_Castile_(novel)
1221	The Christopher Killer	http://dbpedia.org/resource/The_Christopher_Killer
1222	The Mermaid Chair	http://dbpedia.org/resource/The_Mermaid_Chair
1223	Excellent Women	http://dbpedia.org/resource/Excellent_Women
1224	Far from the Madding Crowd	http://dbpedia.org/resource/Far_from_the_Madding_Crowd
1225	Coming into the Country	http://dbpedia.org/resource/Coming_into_the_Country
1226	Farewell, My Lovely	http://dbpedia.org/resource/Farewell,_My_Lovely
1227	Founders at Work: Stories of Startups' Early Days	http://dbpedia.org/resource/Founders_at_Work:_Stories_of_Startups'_Early_Days
1228	Dead Lagoon	http://dbpedia.org/resource/Dead_Lagoon
1229	Framley Parsonage	http://dbpedia.org/resource/Framley_Parsonage
123	The Devil Wears Prada	http://dbpedia.org/resource/The_Devil_Wears_Prada_(novel)
1230	Echoes in the Darkness	http://dbpedia.org/resource/Echoes_in_the_Darkness
1231	Eight Months on Ghazzah Street	http://dbpedia.org/resource/Eight_Months_on_Ghazzah_Street
1232	Fatal Vision	http://dbpedia.org/resource/Fatal_Vision
1233	The Lieutenant of Inishmore	http://dbpedia.org/resource/The_Lieutenant_of_Inishmore
1234	He Knew He Was Right	http://dbpedia.org/resource/He_Knew_He_Was_Right
1235	Frost at Christmas	http://dbpedia.org/resource/Frost_at_Christmas
1236	Command Decision	http://dbpedia.org/resource/Command_Decision_(play)
1237	God's Little Acre	http://dbpedia.org/resource/God's_Little_Acre
1238	Green for Danger	http://dbpedia.org/resource/Green_for_Danger
1239	Greenmantle	http://dbpedia.org/resource/Greenmantle
124	The Doomsday Conspiracy	http://dbpedia.org/resource/The_Doomsday_Conspiracy
1240	Hen's Teeth and Horse's Toes	http://dbpedia.org/resource/Hen's_Teeth_and_Horse's_Toes
1241	Inside the Whale and Other Essays	http://dbpedia.org/resource/Inside_the_Whale_and_Other_Essays
1242	Hons and Rebels	http://dbpedia.org/resource/Hons_and_Rebels
1243	The Android's Dream	http://dbpedia.org/resource/The_Android's_Dream
1244	I, the Jury	http://dbpedia.org/resource/I,_the_Jury
1245	Jane And Prudence	http://dbpedia.org/resource/Jane_and_Prudence
1246	Jack, Knave and Fool	http://dbpedia.org/resource/Jack,_Knave_and_Fool
1247	Farewell Summer	http://dbpedia.org/resource/Farewell_Summer
1248	My Mother's Castle	http://dbpedia.org/resource/My_Mother's_Castle
1249	Travels in the Scriptorium	http://dbpedia.org/resource/Travels_in_the_Scriptorium
125	Les enfants terribles	http://dbpedia.org/resource/Les_Enfants_Terribles
1250	Leonardo's Mountain of Clams and the Diet of Worms	http://dbpedia.org/resource/Leonardo's_Mountain_of_Clams_and_the_Diet_of_Worms
1251	Loitering with Intent	http://dbpedia.org/resource/Loitering_with_Intent
1252	Mildred Pierce	http://dbpedia.org/resource/Mildred_Pierce
1253	Miss Hickory	http://dbpedia.org/resource/Miss_Hickory
1254	Mister Roberts	http://dbpedia.org/resource/Mister_Roberts_(play)
1255	Morgan's Run	http://dbpedia.org/resource/Morgan's_Run
1256	Mao: The Unknown Story	http://dbpedia.org/resource/Mao:_The_Unknown_Story
1257	Palace of Desire	http://dbpedia.org/resource/Palace_of_Desire_(novel)
1258	Part of the Furniture	http://dbpedia.org/resource/Part_of_the_Furniture
1259	Peril at End House	http://dbpedia.org/resource/Peril_at_End_House
126	The Naked Face	http://dbpedia.org/resource/The_Naked_Face
1260	Pippi in the South Seas	http://dbpedia.org/resource/Pippi_in_the_South_Seas_(book)
1261	Rascals in Paradise	http://dbpedia.org/resource/Rascals_in_Paradise
1262	Northanger Abbey	http://dbpedia.org/resource/Northanger_Abbey
1263	A Clockwork Orange	http://dbpedia.org/resource/A_Clockwork_Orange
1264	A Little Princess	http://dbpedia.org/resource/A_Little_Princess
1265	Tales of the South Pacific	http://dbpedia.org/resource/Tales_of_the_South_Pacific
1266	A Tree Grows in Brooklyn	http://dbpedia.org/resource/A_Tree_Grows_in_Brooklyn_(novel)
1267	The Girl in a Swing	http://dbpedia.org/resource/The_Girl_in_a_Swing
1268	Phineas Redux	http://dbpedia.org/resource/Phineas_Redux
1269	The Last Frontier	http://dbpedia.org/resource/The_Last_Frontier_(novel)
127	The Other Side of Midnight	http://dbpedia.org/resource/The_Other_Side_of_Midnight
1270	The Loch	http://dbpedia.org/resource/The_Loch
1271	The Locked Room	http://dbpedia.org/resource/The_Locked_Room
1272	Nineteen Minutes	http://dbpedia.org/resource/Nineteen_Minutes
1273	Animal Farm	http://dbpedia.org/resource/Animal_Farm
1274	Time of Wonder	http://dbpedia.org/resource/Time_of_Wonder
1275	Tobacco Road	http://dbpedia.org/resource/Tobacco_Road_(play)
1276	Catch-22	http://dbpedia.org/resource/Catch-22
1277	Up a Road Slowly	http://dbpedia.org/resource/Up_a_Road_Slowly
1278	Quartet in Autumn	http://dbpedia.org/resource/Quartet_in_Autumn
1279	You Don't Love Me Yet	http://dbpedia.org/resource/You_Don't_Love_Me_Yet
128	Windmills of the Gods	http://dbpedia.org/resource/Windmills_of_the_Gods
1280	The Wicked Day	http://dbpedia.org/resource/The_Wicked_Day
1281	Wings of Fire	http://dbpedia.org/resource/Wings_of_Fire
1282	Different Seasons	http://dbpedia.org/resource/Different_Seasons
1283	Down and Out in Paris and London	http://dbpedia.org/resource/Down_and_Out_in_Paris_and_London
1284	Young Men and Fire	http://dbpedia.org/resource/Young_Men_and_Fire
1285	Shroud for a Nightingale	http://dbpedia.org/resource/Shroud_for_a_Nightingale
1286	Boy in Darkness	http://dbpedia.org/resource/Boy_in_Darkness
1287	The Time of Our Singing	http://dbpedia.org/resource/The_Time_of_Our_Singing
1288	David and the Phoenix	http://dbpedia.org/resource/David_and_the_Phoenix
1289	Lovecraft: A Biography	http://dbpedia.org/resource/Lovecraft:_a_Biography
129	Period Piece	http://dbpedia.org/resource/Period_Piece_(book)
1290	Rogue Moon	http://dbpedia.org/resource/Rogue_Moon
1291	Some Tame Gazelle	http://dbpedia.org/resource/Some_Tame_Gazelle
1292	Tales from the White Hart	http://dbpedia.org/resource/Tales_from_the_White_Hart
1293	The Big Time	http://dbpedia.org/resource/The_Big_Time
1294	Nine Princes In Amber	http://dbpedia.org/resource/Nine_Princes_in_Amber
1295	House of Leaves	http://dbpedia.org/resource/House_of_Leaves
1296	The Heretic's Apprentice	http://dbpedia.org/resource/The_Heretic's_Apprentice
1297	The King's Justice	http://dbpedia.org/resource/The_King's_Justice
1298	The War in 2020	http://dbpedia.org/resource/The_War_in_2020
1299	The Natural	http://dbpedia.org/resource/The_Natural
13	The Frog Prince, Continued	http://dbpedia.org/resource/The_Frog_Prince,_Continued
130	Peter's Chair	http://dbpedia.org/resource/Peter's_Chair
1300	Lady of Avalon	http://dbpedia.org/resource/Lady_of_Avalon
1301	The Sea of Monsters	http://dbpedia.org/resource/The_Sea_of_Monsters
1302	The Tenderness of Wolves	http://dbpedia.org/resource/The_Tenderness_of_Wolves_(novel)
1303	The Alexandria Link	http://dbpedia.org/resource/The_Alexandria_Link
1304	The Black Tower	http://dbpedia.org/resource/The_Black_Tower
1305	The Children of Men	http://dbpedia.org/resource/The_Children_of_Men
1306	Worldchanging	http://dbpedia.org/resource/Worldchanging_(book)
1307	The Hammer Of God	http://dbpedia.org/resource/The_Hammer_of_God
1308	The Commodore	http://dbpedia.org/resource/The_Commodore
1309	The Shape of Sola Scriptura	http://dbpedia.org/resource/The_Shape_of_Sola_Scriptura
131	Romola	http://dbpedia.org/resource/Romola
1310	Witch Wood	http://dbpedia.org/resource/Witch_Wood
1311	The Cunning Man	http://dbpedia.org/resource/The_Cunning_Man
1312	The Duke's Children	http://dbpedia.org/resource/The_Duke's_Children
1313	Clans of the Alphane Moon	http://dbpedia.org/resource/Clans_of_the_Alphane_Moon
1314	The Emperor's New Mind	http://dbpedia.org/resource/The_Emperor's_New_Mind
1315	Cocaine: An Unauthorized Biography	http://dbpedia.org/resource/Cocaine:_An_Unauthorized_Biography
